Date,Pair,Interval,Indicator
2020-05-18 02:00:41+00:00,ONTBTC,1h,Near Horizontal Support
2020-05-18 02:00:41+00:00,ALGOBTC,1h,Near Horizontal Support
2020-05-18 02:00:41+00:00,ETHUSDT,1h,Near Horizontal Resistance
2020-05-18 02:00:41+00:00,NASBTC,1h,0.618 Fibonacci retracement
2020-05-18 02:00:41+00:00,ZRXBTC,1h,0.618 Fibonacci retracement
2020-05-18 01:30:34+00:00,BATBTC,15m,Near Horizontal Support
2020-05-18 01:30:34+00:00,BNBBTC,15m,Near Horizontal Support
2020-05-18 01:30:34+00:00,ALGOBTC,15m,Near Horizontal Support
2020-05-18 01:30:34+00:00,BANDBTC,15m,Near Horizontal Support
2020-05-18 01:30:34+00:00,QTUMBTC,15m,Near Horizontal Support
2020-05-18 01:15:37+00:00,LENDBTC,15m,RSI Bullish Divergence
2020-05-18 01:15:37+00:00,ADABTC,15m,Near Horizontal Support
2020-05-18 01:15:37+00:00,ZILBTC,15m,Near Horizontal Support
2020-05-18 01:15:37+00:00,LTCBTC,15m,Near Horizontal Support
2020-05-18 01:15:37+00:00,XMRBTC,15m,Near Horizontal Support
2020-05-18 01:00:30+00:00,LTOBTC,1h,Near Horizontal Support
2020-05-18 00:30:24+00:00,KNCBTC,15m,RSI Extremely Oversold
2020-05-18 00:15:25+00:00,EOSBTC,15m,Near Horizontal Support
2020-05-18 00:15:25+00:00,XLMBTC,15m,Near Horizontal Support
2020-05-18 00:15:25+00:00,BCHBTC,15m,Near Horizontal Support
2020-05-18 00:00:44+00:00,XLMBTC,1h,Near Horizontal Support
2020-05-18 00:00:44+00:00,EOSBTC,1h,0.618 Fibonacci retracement
2020-05-18 00:00:39+00:00,KNCBTC,15m,Near Horizontal Support
2020-05-17 21:15:22+00:00,NEOBTC,15m,Near Horizontal Support
2020-05-17 20:00:37+00:00,ZILUSDT,1h,BB Squeeze
2020-05-17 19:45:27+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-17 19:00:25+00:00,OMGUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 18:45:25+00:00,OMGUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 18:30:24+00:00,OMGUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 18:15:23+00:00,OMGUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 17:30:28+00:00,ENJBTC,15m,RSI Bullish Divergence
2020-05-17 17:30:28+00:00,OMGUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 17:00:36+00:00,LINKBTC,15m,Divergence + Support (Beta)
2020-05-17 17:00:36+00:00,LINKBTC,15m,RSI Bullish Divergence
2020-05-17 17:00:36+00:00,LINKBTC,15m,Near Horizontal Support
2020-05-17 17:00:28+00:00,XRPBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-17 16:45:24+00:00,LINKBTC,15m,RSI Bullish Divergence
2020-05-17 16:15:30+00:00,LTOBTC,15m,Divergence + Support (Beta)
2020-05-17 16:15:30+00:00,TRXBTC,15m,RSI Bullish Divergence
2020-05-17 16:15:30+00:00,LTOBTC,15m,RSI Bullish Divergence
2020-05-17 16:01:05+00:00,RVNBTC,1h,Near Horizontal Support
2020-05-17 16:01:05+00:00,WRXBTC,1h,Near Horizontal Support
2020-05-17 16:00:59+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-17 16:00:41+00:00,BTCUSDT,4h,Near Horizontal Resistance
2020-05-17 16:00:41+00:00,SNTBTC,4h,0.618 Fibonacci retracement
2020-05-17 15:30:29+00:00,ADABTC,15m,RSI Bullish Divergence
2020-05-17 15:30:29+00:00,ENJBTC,15m,Near Horizontal Support
2020-05-17 15:15:35+00:00,FETBTC,15m,RSI Bullish Divergence
2020-05-17 15:15:35+00:00,BTCUSDT,15m,RSI Bearish Divergence
2020-05-17 15:15:35+00:00,BNBBTC,15m,Near Horizontal Support
2020-05-17 15:00:43+00:00,XRPBTC,15m,Divergence + Support (Beta)
2020-05-17 15:00:43+00:00,LINKBTC,15m,RSI Bullish Divergence
2020-05-17 15:00:43+00:00,FETBTC,15m,RSI Bullish Divergence
2020-05-17 15:00:43+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-17 15:00:43+00:00,BTCUSDT,15m,RSI Bearish Divergence
2020-05-17 15:00:33+00:00,LTCBTC,1h,Near Horizontal Support
2020-05-17 14:15:27+00:00,BANDBTC,15m,Divergence + Support (Beta)
2020-05-17 14:15:27+00:00,BANDBTC,15m,RSI Bullish Divergence
2020-05-17 14:00:48+00:00,BNBBTC,1h,Near Horizontal Support
2020-05-17 14:00:48+00:00,KAVABTC,1h,Hidden Bullish RSI Divergence (Beta)
2020-05-17 14:00:37+00:00,RVNBTC,15m,Near Horizontal Support
2020-05-17 14:00:37+00:00,XRPBTC,15m,Near Horizontal Support
2020-05-17 13:45:29+00:00,BANDBTC,15m,Divergence + Support (Beta)
2020-05-17 13:45:29+00:00,BANDBTC,15m,RSI Bullish Divergence
2020-05-17 13:45:29+00:00,BANDBTC,15m,Near Horizontal Support
2020-05-17 13:00:47+00:00,SNTBTC,15m,Near Horizontal Support
2020-05-17 13:00:47+00:00,ETHUSDT,15m,RSI Extremely Overbought
2020-05-17 13:00:47+00:00,WRXBTC,15m,Near Horizontal Support
2020-05-17 13:00:43+00:00,TNTBTC,1h,Near Horizontal Support
2020-05-17 13:00:43+00:00,ZRXUSDT,1h,BB Squeeze
2020-05-17 13:00:43+00:00,TRXBTC,1h,Near Horizontal Support
2020-05-17 13:00:43+00:00,XRPBTC,1h,Near Horizontal Support
2020-05-17 13:00:43+00:00,BCHBTC,1h,Near Horizontal Support
2020-05-17 13:00:43+00:00,INSBTC,1h,0.618 Fibonacci retracement
2020-05-17 12:45:27+00:00,KAVABTC,15m,RSI Extremely Oversold
2020-05-17 12:15:32+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-17 12:15:32+00:00,TRXBTC,15m,Near Horizontal Support
2020-05-17 12:15:32+00:00,ZECBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-17 04:15:25+00:00,ETCBTC,15m,RSI Extremely Oversold
2020-05-17 04:00:31+00:00,TNTBTC,4h,BB Squeeze
2020-05-17 00:00:35+00:00,ENJUSDT,1h,Hidden Bullish RSI Divergence (Beta)
2020-05-17 00:00:35+00:00,KNCBTC,1h,BB Squeeze
2020-05-16 21:00:24+00:00,LTOBTC,1h,BB Squeeze
2020-05-16 19:00:29+00:00,OMGBTC,1h,BB Squeeze
2020-05-16 19:00:29+00:00,OMGUSDT,1h,BB Squeeze
2020-05-16 18:45:28+00:00,WRXUSDT,15m,Near Horizontal Support
2020-05-16 18:00:28+00:00,ARPABTC,1h,BB Squeeze
2020-05-16 16:00:30+00:00,BATUSDT,4h,BB Squeeze
2020-05-16 15:30:24+00:00,MCOBTC,15m,Near Horizontal Support
2020-05-16 12:00:30+00:00,BANDBTC,1h,BB Squeeze
2020-05-16 10:00:28+00:00,BANDUSDT,15m,Near Horizontal Support
2020-05-16 05:30:25+00:00,LINKBTC,15m,Near Horizontal Support
2020-05-16 05:00:32+00:00,PIVXBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-16 03:00:23+00:00,SNTBTC,15m,Near Horizontal Support
2020-05-16 01:00:27+00:00,BNBUSDT,1h,Bullish Engulfing + RSI was Oversold
2020-05-16 00:15:24+00:00,ALGOUSDT,15m,Near Horizontal Support
2020-05-16 00:15:24+00:00,BTTUSDT,15m,Near Horizontal Support
2020-05-16 00:15:24+00:00,ADAUSDT,15m,Near Horizontal Support
2020-05-16 00:00:21+00:00,OGNBTC,1D,Inverted Hammer + RSI was Oversold
2020-05-15 23:45:24+00:00,BATUSDT,15m,Near Horizontal Support
2020-05-15 22:15:22+00:00,MCOBTC,15m,Near Horizontal Support
2020-05-15 22:00:37+00:00,MCOBTC,1h,Near Horizontal Support
2020-05-15 22:00:31+00:00,RVNBTC,15m,Near Horizontal Support
2020-05-15 21:45:23+00:00,BNBBTC,15m,Near Horizontal Support
2020-05-15 21:15:29+00:00,CHZUSDT,15m,RSI Extremely Oversold
2020-05-15 21:00:26+00:00,XRPUSDT,15m,Near Horizontal Support
2020-05-15 20:45:36+00:00,NEOUSDT,15m,Near Horizontal Support
2020-05-15 20:45:36+00:00,BANDUSDT,15m,Near Horizontal Support
2020-05-15 20:45:36+00:00,ATOMUSDT,15m,Near Horizontal Support
2020-05-15 20:45:36+00:00,WRXUSDT,15m,Near Horizontal Support
2020-05-15 20:45:36+00:00,ZECUSDT,15m,Near Horizontal Support
2020-05-15 19:30:25+00:00,DASHUSDT,15m,Near Horizontal Support
2020-05-15 19:00:30+00:00,SNTBTC,15m,Near Horizontal Support
2020-05-15 19:00:30+00:00,OGNBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-15 19:00:30+00:00,NANOUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-15 17:15:25+00:00,NANOUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-15 17:00:28+00:00,DUSKBTC,1h,0.618 Fibonacci retracement
2020-05-15 16:30:24+00:00,WAVESUSDT,15m,Near Horizontal Support
2020-05-15 15:30:23+00:00,NANOUSDT,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-15 14:00:20+00:00,NASBTC,15m,Potential Bullish MACD cross
2020-05-15 14:00:20+00:00,KAVABTC,15m,Potential Bullish MACD cross
2020-05-15 14:00:20+00:00,OGNBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:20+00:00,ARNBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:20+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:20+00:00,ATOMBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:20+00:00,RLCBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:20+00:00,LTOBTC,15m,Potential Bearish MACD cross
2020-05-15 14:00:19+00:00,ARPABTC,1h,Potential Bearish MACD cross
2020-05-15 14:00:19+00:00,TNTBTC,1h,Potential Bearish MACD cross
2020-05-15 14:00:19+00:00,MANABTC,1h,Potential Bearish MACD cross
2020-05-15 13:46:40+00:00,EOSBTC,15m,Near Horizontal Resistance
2020-05-15 13:46:40+00:00,TNTBTC,15m,Stochastics Oversold
2020-05-15 13:46:40+00:00,ENGBTC,15m,Potential Bullish MACD cross
2020-05-15 13:46:40+00:00,NASBTC,15m,Potential Bullish MACD cross
2020-05-15 13:46:40+00:00,KAVABTC,15m,Potential Bullish MACD cross
2020-05-15 13:46:40+00:00,BATBTC,15m,Potential Bearish MACD cross
2020-05-15 13:46:40+00:00,ARNBTC,15m,Potential Bearish MACD cross
2020-05-15 13:46:40+00:00,RENBTC,15m,Potential Bearish MACD cross
2020-05-15 13:46:40+00:00,ATOMBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,ENGBTC,15m,Potential Bullish MACD cross
2020-05-15 13:16:36+00:00,AIONBTC,15m,Potential Bullish MACD cross
2020-05-15 13:16:36+00:00,MATICBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,BATBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,ONTBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,XRPBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,ZILBTC,15m,Potential Bearish MACD cross
2020-05-15 13:16:36+00:00,WAVESBTC,15m,Potential Bearish MACD cross
2020-05-15 13:00:16+00:00,ARPABTC,1h,Potential Bearish MACD cross
2020-05-15 13:00:16+00:00,NASBTC,1h,Potential Bearish MACD cross
2020-05-15 12:45:15+00:00,LENDBTC,15m,Potential Bullish MACD cross
2020-05-15 12:45:15+00:00,MATICBTC,15m,Potential Bearish MACD cross
2020-05-15 12:45:15+00:00,ZRXBTC,15m,Potential Bearish MACD cross
2020-05-15 12:45:15+00:00,NANOBTC,15m,Potential Bearish MACD cross
2020-05-15 12:35:17+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-15 12:35:17+00:00,OMGBTC,5m,Potential Bullish MACD cross
2020-05-15 12:35:17+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-15 12:35:17+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-15 12:30:19+00:00,BTCUSDT,5m,Stochastics Oversold
2020-05-15 12:30:19+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-15 12:30:19+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-15 12:30:19+00:00,NEOBTC,5m,Potential Bearish MACD cross
2020-05-15 12:30:19+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-15 12:30:19+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-15 12:30:16+00:00,KAVABTC,15m,Stochastics Oversold
2020-05-15 12:30:16+00:00,NASBTC,15m,Potential Bullish MACD cross
2020-05-15 12:30:16+00:00,LENDBTC,15m,Potential Bullish MACD cross
2020-05-15 12:30:16+00:00,OGNBTC,15m,Potential Bearish MACD cross
2020-05-15 12:30:16+00:00,ZRXBTC,15m,Potential Bearish MACD cross
2020-05-15 12:30:16+00:00,NANOBTC,15m,Potential Bearish MACD cross
2020-05-15 12:25:17+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-15 12:25:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-15 12:25:17+00:00,NEOBTC,5m,Potential Bearish MACD cross
2020-05-15 12:25:17+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-15 12:20:17+00:00,THETABTC,5m,Stochastics Oversold
2020-05-15 12:20:17+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-15 12:20:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-15 12:20:17+00:00,NASBTC,5m,Potential Bearish MACD cross
2020-05-15 12:20:17+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-15 12:15:18+00:00,THETABTC,15m,Stochastics Oversold
2020-05-15 12:15:18+00:00,ZRXBTC,15m,Potential Bearish MACD cross
2020-05-15 12:15:18+00:00,NANOBTC,15m,Potential Bearish MACD cross
2020-05-15 12:15:18+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-15 12:15:18+00:00,ICXBTC,15m,Potential Bearish MACD cross
2020-05-15 12:15:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-15 12:15:17+00:00,DUSKBTC,5m,Stochastics Oversold
2020-05-15 12:15:17+00:00,ENGBTC,5m,Stochastics Oversold
2020-05-15 12:15:17+00:00,ALGOBTC,5m,Stochastics Oversold
2020-05-15 12:15:17+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-15 12:15:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-15 12:15:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-15 12:15:17+00:00,LINKBTC,5m,Potential Bearish MACD cross
2020-05-15 12:15:17+00:00,NASBTC,5m,Potential Bearish MACD cross
2020-05-15 12:15:17+00:00,XLMBTC,5m,Potential Bearish MACD cross
2020-05-15 12:15:17+00:00,QTUMBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,OGNBTC,5m,Stochastics Oversold
2020-05-15 12:10:17+00:00,CHZBTC,5m,Potential Bullish MACD cross
2020-05-15 12:10:17+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,LINKBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,EOSBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-15 12:10:17+00:00,QTUMBTC,5m,Potential Bearish MACD cross
2020-05-15 12:05:19+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-15 12:05:19+00:00,RVNBTC,5m,Stochastics Oversold
2020-05-15 12:05:19+00:00,NANOBTC,5m,Stochastics Oversold
2020-05-15 12:05:19+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-15 12:05:19+00:00,CHZBTC,5m,Potential Bullish MACD cross
2020-05-15 12:05:19+00:00,EOSBTC,5m,Potential Bearish MACD cross
2020-05-15 12:05:19+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-15 12:05:19+00:00,XLMBTC,5m,Potential Bearish MACD cross
2020-05-15 12:05:19+00:00,ENJBTC,5m,Potential Bearish MACD cross
2020-05-15 12:00:26+00:00,OMGBTC,15m,BB Squeeze
2020-05-15 12:00:25+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-15 12:00:25+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-15 12:00:25+00:00,ONTBTC,5m,Potential Bearish MACD cross
2020-05-15 12:00:25+00:00,ZECBTC,5m,Potential Bearish MACD cross
2020-05-15 12:00:25+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-15 12:00:25+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-15 12:00:25+00:00,ENJBTC,5m,Potential Bearish MACD cross
2020-05-15 12:00:23+00:00,MATICBTC,2h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,OGNBTC,2h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,CHZBTC,2h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,RLCBTC,2h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,BANDBTC,2h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,OMGBTC,2h,Potential Bearish MACD cross
2020-05-15 12:00:23+00:00,THETABTC,4h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,ONTBTC,4h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,ZRXBTC,4h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,ATOMBTC,4h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,BCHBTC,4h,Potential Bullish MACD cross
2020-05-15 12:00:23+00:00,BTCUSDT,4h,Potential Bearish MACD cross
2020-05-15 12:00:21+00:00,THETABTC,1h,Potential Bearish MACD cross
2020-05-15 12:00:21+00:00,ARPABTC,1h,Potential Bearish MACD cross
2020-05-15 12:00:21+00:00,DUSKBTC,1h,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,OMGBTC,5m,Stochastics Oversold
2020-05-15 11:55:19+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-15 11:55:19+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:55:19+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,THETABTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,ADABTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,ALGOBTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,BCHBTC,5m,Potential Bearish MACD cross
2020-05-15 11:55:19+00:00,ENJBTC,5m,Potential Bearish MACD cross
2020-05-15 11:50:19+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-15 11:50:19+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:50:19+00:00,ICXBTC,5m,Potential Bullish MACD cross
2020-05-15 11:50:19+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:50:19+00:00,THETABTC,5m,Potential Bearish MACD cross
2020-05-15 11:50:19+00:00,ADABTC,5m,Potential Bearish MACD cross
2020-05-15 11:50:19+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:45:20+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,RVNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,ADABTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:20+00:00,ALGOBTC,5m,Potential Bearish MACD cross
2020-05-15 11:45:19+00:00,EOSBTC,15m,RSI Overbought
2020-05-15 11:40:17+00:00,EOSBTC,5m,RSI Overbought
2020-05-15 11:40:17+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-15 11:40:17+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:40:17+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:40:17+00:00,ADABTC,5m,Potential Bearish MACD cross
2020-05-15 11:40:17+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:40:17+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,ENGBTC,5m,Potential Bullish MACD cross
2020-05-15 11:35:17+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:35:17+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-15 11:35:17+00:00,MATICBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,LINKBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,OMGBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,NANOBTC,5m,Potential Bearish MACD cross
2020-05-15 11:35:17+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-15 11:30:18+00:00,TNTBTC,15m,Stochastics Oversold
2020-05-15 11:30:18+00:00,LENDBTC,15m,Stochastics Oversold
2020-05-15 11:30:18+00:00,THETABTC,15m,Potential Bullish MACD cross
2020-05-15 11:30:18+00:00,ZILBTC,15m,Potential Bullish MACD cross
2020-05-15 11:30:18+00:00,KNCBTC,15m,Potential Bullish MACD cross
2020-05-15 11:30:18+00:00,TNTBTC,5m,RSI Oversold
2020-05-15 11:30:18+00:00,WAVESBTC,5m,Stochastics Oversold
2020-05-15 11:30:18+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-15 11:30:18+00:00,BATBTC,5m,Potential Bearish MACD cross
2020-05-15 11:30:18+00:00,NANOBTC,5m,Potential Bearish MACD cross
2020-05-15 11:25:17+00:00,NASBTC,5m,Potential Bullish MACD cross
2020-05-15 11:25:17+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-15 11:25:17+00:00,BATBTC,5m,Potential Bearish MACD cross
2020-05-15 11:25:17+00:00,OMGBTC,5m,Potential Bearish MACD cross
2020-05-15 11:20:17+00:00,EOSBTC,5m,RSI Overbought
2020-05-15 11:20:17+00:00,ENGBTC,5m,Stochastics Oversold
2020-05-15 11:20:17+00:00,NASBTC,5m,Potential Bullish MACD cross
2020-05-15 11:20:17+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:20:17+00:00,BATBTC,5m,Potential Bearish MACD cross
2020-05-15 11:20:17+00:00,ZRXBTC,5m,Potential Bearish MACD cross
2020-05-15 11:15:19+00:00,RLCBTC,5m,Stochastics Oversold
2020-05-15 11:15:19+00:00,NASBTC,5m,Potential Bullish MACD cross
2020-05-15 11:15:19+00:00,INSBTC,5m,Potential Bullish MACD cross
2020-05-15 11:15:19+00:00,ICXBTC,5m,Potential Bullish MACD cross
2020-05-15 11:15:19+00:00,ZRXBTC,5m,Potential Bearish MACD cross
2020-05-15 11:15:17+00:00,DUSKBTC,15m,Stochastics Oversold
2020-05-15 11:15:17+00:00,ENGBTC,15m,Stochastics Oversold
2020-05-15 11:15:17+00:00,NASBTC,15m,Stochastics Oversold
2020-05-15 11:15:17+00:00,KNCBTC,15m,Potential Bullish MACD cross
2020-05-15 11:15:17+00:00,KAVABTC,15m,Potential Bearish MACD cross
2020-05-15 11:10:17+00:00,TNTBTC,5m,RSI Oversold
2020-05-15 11:10:17+00:00,TRXBTC,5m,Potential Bearish MACD cross
2020-05-15 11:00:21+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-15 11:00:21+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-15 11:00:21+00:00,ZRXBTC,5m,Potential Bearish MACD cross
2020-05-15 11:00:20+00:00,ARPABTC,15m,Potential Bullish MACD cross
2020-05-15 11:00:20+00:00,OMGBTC,15m,Potential Bullish MACD cross
2020-05-15 11:00:20+00:00,TRXBTC,15m,Potential Bullish MACD cross
2020-05-15 11:00:20+00:00,IOTABTC,15m,Potential Bullish MACD cross
2020-05-15 11:00:20+00:00,KAVABTC,15m,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,LINKBTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,DUSKBTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,LTOBTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,IOTABTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,QTUMBTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,LRCBTC,1h,Potential Bearish MACD cross
2020-05-15 11:00:18+00:00,ENJBTC,1h,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,THETABTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,BNBBTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,QTUMBTC,5m,Stochastics Oversold
2020-05-15 10:55:17+00:00,ETHBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,EOSBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,XTZBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,ZECBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-15 10:55:17+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,INSBTC,5m,Stochastics Oversold
2020-05-15 10:50:16+00:00,ENJBTC,5m,Stochastics Oversold
2020-05-15 10:50:16+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-15 10:50:16+00:00,MCOBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,MATICBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,LINKBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,CHZBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,ALGOBTC,5m,Potential Bearish MACD cross
2020-05-15 10:50:16+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-15 10:45:18+00:00,NASBTC,5m,Stochastics Oversold
2020-05-15 10:45:18+00:00,SNTBTC,5m,Stochastics Oversold
2020-05-15 10:45:18+00:00,LRCBTC,5m,Stochastics Oversold
2020-05-15 10:45:18+00:00,CHZBTC,5m,Potential Bearish MACD cross
2020-05-15 10:45:18+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-15 10:45:18+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-15 10:45:18+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-15 10:45:17+00:00,ARPABTC,15m,Potential Bullish MACD cross
